Review Title,Review Text
Just okay,"It's ok product, good processor and gameing performance was good."
Fabulous!,"Go for buy , camera is ok ok"
Highly recommended,Good mobile phone
Great product,Good
Brilliant,Best phone for gaming
Great product,Good product
Brilliant,It's very nice
Delightful,Overall average phone 👌🏻
Highly recommended,Very good mobile. Good sound and betray backup
Nice,Guys  just look the image once  It's really good and people who says it's a average camera mobile phone.... so bro let me tell you one thing the image are Based on processor .. Like you click photo by poco x3 and put the image in any amoled display  phone you can actually says just wow  for the poco x3 processor are really good....
Terrific,Love
Super!,Best gaming phone in budget
Awesome,very good mobile gaming ultimate💯💯🔥🔥
Mind-blowing purchase,Good product
Mind-blowing purchase,Best phone under budget
Perfect product!,Vera level mobile phone
Excellent,Good
Worth every penny,Awesome performance! Value for money phone
Must buy!,Best phone at this price. Satisfied but hope that all bugs would be fixed in the next update
Just okay,Hitting issue.  Camera issue.  Battery backup is quite low
Mind-blowing purchase,Very good..
Super!,Very good device under 17000
Value-for-money,Nice mobile
Good choice,"Camera is good  as compare to other 48 mp camera's in market, battery I fine, performance is nice and scree is good no problem , I am writing this review after 8 months I have seen no hang aur glich until know so you can go for it"
Really Nice,Ok
Worth every penny,Nice Mobile
Brilliant,Phone Almost Good But Mother board Short Problem Always Suffer All poco X3 Pro
Does the job,Not bad
Good choice,Good product
Wonderful,Nice product
Does the job,Good phone you can go for it but...
Fabulous!,Good
Highly recommended,This phone is fentasticBut one problem I faced   sim  Tray  1 sim working 😱😱
Nice product,It's very nice and smooth but it's weight is over.
Wonderful,"Apart from the buzz of the speaker, it's a good peice"
Delightful,Good Phone
Simply awesome,Best for Gaming
Brilliant,Performance is too good 🔋Battery good But little  hebbi
Value-for-money,Nice mbl in this price range
Worthless,Worst phone ever purchased.Battery will drain after 3 months of purchase.Low camera quality .only gaming experience was 5n.nothing else .it will be going to struck if u use continuously
Not recommended at all,today poco x3 pro screen blackout problem with version (miui12.5.6.0)
Terrific purchase,"Excellent Phone. No one can beat it at this price Range. With Snapdragon 860 it is a beast and is very smooth. Best for Gaming and Watching movies, Camera Is Decent. Con:-The only Con i have noticed in my 6 months of usage is:-1).That Sometimes It's Camera, App launcher hangs.  2).Gyroscope while playing Games like Bgmi, Pubg  responses late sometimes. You have to restart phone for using it again properly.  Overall very Nice Phone, Don't OverThink, Just Go for it."
Simply awesome,Osm
Does the job,"Cutting two star for buggy update else the phone is good. Network issues and headphone jack problem appeared after updating the phone, had to reset the phone. Just don't update the phone and it will run smoothly."
Perfect product!,Good in quality
Brilliant,Nice
Good quality product,"Nice phone , but some times slightly freezy about 5 seconds.then its all good"
Brilliant,Amazing performance 😍 you gonna loved it.
Worth every penny,Best 👍💯
Best in the market!,Best
Mind-blowing purchase,Loved
Moderate,Worst product.. Crashes everytime.. Call logs disappear suddenly.. Have to wait few minutes before the recent call logs appear..
Very Good,Good
Wonderful,"Nice phone, Better Gaming + Good Camera"
Worth every penny,Excellent poco gives ultra great value product Snapdragon 860unbetable
Terrific,Osem
Great product,Very good
Value-for-money,Good product but don't update it otherwise performance will decrease
Terrific,Supar mobile
Terrific,One of the best Smartphones i ever had completed satisfied
Mind-blowing purchase,Best
Mind-blowing purchase,good
Perfect product!,Good for the price
Classy product,Good
Mind-blowing purchase,Worth for money
Classy product,okay
Nice,Nice
Worth every penny,Good and satisfaction received.
Waste of money!,Every software problems
Could be way better,Not 🚫 a good productWaste of money
Mind-blowing purchase,Best performance ✌
Super!,"Very very good performed this device, I love It POCO.😍"
Brilliant,Awesome phone
Value-for-money,I am givin 5 far performance
Pretty good,Good Mobile
Brilliant,Excellent phone 😇
Classy product,MST phone hai long battery 🔋
Super!,Fast processing
Good choice,Nice product in this price. If you a gammer than go for it
Awesome,Thanks Flipkart
Really Nice,This is a good Smart phone
Just wow!,Best one
Fair,Nice working
Wonderful,Very nice
Brilliant,Its quite good
Awesome,Good
Perfect product!,Osm yaar look batter and
Fabulous!,Awesome 👍👍
Brilliant,Good
Great product,Good phone but its not a amoled display 😣
Terrible product,The worst phone I have ever experienced.
Best in the market!,More
Best in the market!,Good
Just wow!,Love it
Pretty good,Excellent
Best performace phone you can buy under 20000,If camera isnt your priority then go for it
Terrific,Super
Fabulous!,Very Smooth Phone Very Dashing I live 120hz display and video quality 1080p 60fps 😍😘❣️
Simply awesome,Awesome mobile
Does the job,Sensors Was not working properly.
Brilliant,Awesome phone
Worth the money,Best phone under this segment... No competition in performance
Must buy!,It's definitely much more than worth of the money.. #Bangforthebuck
Slightly disappointed,While Playing Games like BGMI it didn't work properly... 🥲
Terrific,Nice
Does the job,Device is good so far except the packaging which i absolutely hate
Very Good,ok
Just wow!,Excellent product worth the price Only drawback is camera It could have been better
Terrific,Super mobile low price
Delightful,Good camera 📷
Good quality product,As per price its good in all specs
Brilliant,Pung Play hang mobile
Terrific purchase,Great performance
Terrific,Everything is good except the bulky design but it depend upon user
Wonderful,Good one.
Worth the money,Neic
Great product,Awesome
Good choice,Best gaming phone in Winter not in Summer
Good,First three months heavy performance but later  😑😑
Terrific,Best for gaming 👌👌👌👌
Worst experience ever!,Some time problem to catch network । Bettery timeing low।
Highly recommended,Best powerful phone under 20k
Terrific,Super mobile
Mind-blowing purchase,Performance 10/10Display 10/10Battery 10/10
Don't waste your money,"Don't go for this, heats up like hell, won't open camera in sunlight, heats up if you play small games also, worst build quality, #JUSTHYPE for this mobile nothing also ( using from months)"
Hated it!,"Very Very Bad Product,,,Almost All Phone Automatically Dead Problem😡"
Mind-blowing purchase,Gaming phone poco x3 pro
Worthless,860 processor  also hanging the phone  waste of money boka
Awesome,Gaming mobile BGMI 90FPS
Excellent,Awesome performance …good battery life and camera clarity was tremendous.. satisfied with the price and product quality
Must buy!,Good
Good choice,Value for money
Super!,Awesome & all is perfect value for money.
Simply awesome,Very nice
Awesome,One of my favrt. Better than i phone in low budget.
Brilliant,Best Gaming phone in this Price RangeNo one Can beat this gaming beast.
Worthless,"I always tend to love the Xiaomi products. They had never disappointed me, but this phone was a real game changer. It's been exactly 6 months since I've purchased this. And yesterday, the phone all of a sudden, lost it's display light, even though it's touches were working completely fine. I was really worried, there was not even a scratch on my phone but all of a sudden I had to face this issue. I rushed to Xiaomi center, they said now the phone is dead, and as your device is covered under w..."
Simply awesome,Very good 👍
Slightly disappointed,"Dont by this product worest product i never seenDont buy this product ,🙏🙏🙏🙏"
Fabulous!,Great Product.
Just wow!,Super and value for money
Highly recommended,Excellent Product
Great product,Worth for money
Bad quality,Vary bad👎👎 this product so you can using with gaming is very bad try another phone but he is very bad phone
Highly recommended,Awesome product
Delightful,Nice processer and good looking one for game 😇😇
Super!,Good
Worth the money,Nice Product
Awesome,"Camera ,  bettery is really awesome."
Excellent,Really awesome👍😊
Classy product,Excellent
Excellent,Super
Worth the money,Ok
Perfect product!,Good one
Good quality product,Best for gaming under this range
Very poor,Mobile Average
Unsatisfactory,Not good
Fair,Not good
Must buy!,Phone is simply superb.
Useless product,Not good
Super!,Super in gaming Don't think just but
Just wow!,Amazing speed
Brilliant,Super mobile
Decent product,Not good
Fabulous!,Good
Simply awesome,Supperb.... Love ❤it
Classy product,Value for money product Paisa vasool
Perfect product!,100% satisfied in this prize range. Awsome performance i would say🙂
Best in the market!,best product in this price range. #happycustomer
Super!,Gd
Classy product,Awesome mobile for gaming andddd photos are not so good but good lighting gives enough photos and performance and battery life are excellent if you are not  meant for photography and gaming is first priority then go for it
Decent product,Hanging issue
Mind-blowing purchase,Very nice and beautiful looking for a lovely product and corect gameing mobile
Just okay,Beast device for gaming under 20k but this phone has multituch issue
Mind-blowing purchase,Good mobile
Must buy!,Wow
Fair,Average
Nice product,Good
Classy product,"I bought it for bgmi, excellent performance at 60fpsWith a WiFi network,it just awesome ,vere level"
Good choice,Super
Pretty good,Nyc product but pubg gyroscope is not ok in that device
Terrific,All of the best phone..... Just amazing 💙💙💙.. When are you a game lover so... You choice this phone
Super!,sexy
Brilliant,Nice gaming phone
Brilliant,Nice
Good quality product,Good
Nice,Good 👍 for gaming...
Value-for-money,Received on time.. Camera quality not so good. Overall performance is Good.
Super!,Good
Nice,Very good phone..... especially about performance...flagship performance.... absolutely wort at this price range
Decent product,Good
Useless product,heating problem 😞😞
Terrific,Superb Mobile Phone for Gamers
Just okay,Worthy
Terrific,Nice product
Terrific,Its is very good product
Delightful,Very good product
Fabulous!,"The perfect mid segment smart phone that I was looking for. Photos as good as an Apple iPhone, performance of a Poco beast, and price so less !"
Highly recommended,Good work horse! Use 1 year already
Could be way better,Overrated phone... Sensors stopped working within 6 months..
Delightful,Back camera avarage  but performance is very bood
Terrific,"Awesome camera ...good features,value for money, just go for it !"
Just wow!,Good on perfomance but average on camera
Fabulous!,If you are a Pubg lover and looking for a descent phone in this price range then it's a beast phone. Absolutely no lag amazing gaming experience superb battery performance and won't even lag in the last circle
Terrific purchase,I an using this phone since 2 years. Excellent camera. Good Processer.. Battery also good.
Mind-blowing purchase,Good as enough
Hated it!,The mobile is not that great as it's features shows mostly software issues exists so i wont suggest this mobile if you are spending around 20k
Highly recommended,Nice
Brilliant,Good
Did not meet expectations,The phone worked fine till 9 months after that it's motherboard crashed and now it's not working.
Highly recommended,Beast mobile 5star
Value-for-money,Super 😘😘
Worst experience ever!,Worst Mobile do not buy this. There is no proper settings. Each app has its own settings.
Best in the market!,Unbeatable
Just okay,Don't buy
Brilliant,Overall good
Perfect product!,Darun
Simply awesome,Nice phone
Pretty good,"Phone is very good in camera, performance, display is good qualityCan be considered as a good gaming phone under 20k The only cones it has are -Display is not that bright in sunlight Quite thick"
Pretty good,Good
Best in the market!,Just awesome phone
Nice product,Good
Simply awesome,this is a best phone for gaming under 20k
Terrific,Outstanding
Fabulous!,Good
Simply awesome,Very nice phone . Go for it.
Nice product,Good one with good features..
Good quality product,Good
Good choice,Gud
Good choice,Poco mobile was excellent mobile for pubg no lagging and display Also very superb best mobile in android
Simply awesome,Most powerful performance
Wonderful,Good 🤠
Great product,Little bit hang this phone otherwise. Good
Good quality product,Nice gaming barand mobile
Highly recommended,After using 2 week the review of this phone 1. Back camera is average but front is good (4/5) 2. Display is excellent (5/5) 3. Phone charger is very fast and battery is also good (5/5)
Highly recommended,Nice performance value for money
Nice,Good
Excellent,Excellent handset at less price and good battery backup
Simply awesome,Camera quality is best 🥰
Good quality product,Good product
Wonderful,"Long term review after 5 monthsPros:BatterySmooth PerformanceCons:Frame drops in BGMI in high tierproximity sensor issueminor miui bugsgoogle dialer(Yes, it's a major con for me)PS: Can't comment on Camera since I don't use it that much"
Classy product,great product. works as advertised. supports QC 3.0
Highly recommended,Very nice service I love it
Highly recommended,Best 👌🏽
Super!,Bast best performance
Fabulous!,Gaming performance is very good
Worth every penny,Nice 😍
Value-for-money,Nice momo and good product this filipkart thankfully filipkart
Worth every penny,Good
Must buy!,Great processor and great performance...highly recommended..poco always the best
Decent product,Touch is working not good sensor but okay and one sim +one memory card or two Sims only available
Simply awesome,This his DSLR camara
Wonderful,Best products for gaming
Terrific,The performance is ablsoulte flagship when it comes to gaming no lag on 90hz. Minimal heating on extreme settings ends.camera is pretty decent in natural lightings and in low lightning i would say it performs in justice to the price. Feels very premium in hand and screen refresh is very impressive
Perfect product!,Good product
Mind-blowing purchase,Best service from flipkart Thank you flipkart
Nice,Good one
Wonderful,The phone has some glitches other than that its a decent phone at this price range.
Great product,Nice
Bad quality,Phone is okay but battery backup is very poor 🥺🥺
Fabulous!,Thiscis a amazing mobile phone
Terrific purchase,Terrific
Pretty good,Good mobile
Slightly disappointed,This phone is network problems
Does the job,Ok but expect level
Wonderful,Buy it
Awesome,Best phone
Fabulous!,Awesome
Nice,Awesome
Decent product,Conversation can be heard to all
Fabulous!,Nice product ☺️👍😌👍👍👍👍
Just okay,I purchased this phone 3 months before this phone got some issues occurred i dont why because of miui software bugs or phone issue 1.Proximity sensor while calling not works properly light gets turn on while speaking it will make the touch on the screen 2.Camera sometimes got hanged while shoot for videos 3.Phones display not clear visible while in day sunlight even in full brightness and it sucks the whole battery charge maily for display brightness and also some bugs in software... Advantag...
Just wow!,Very nice product
Moderate,Worst mi products
Classy product,Good phone but battery not upto the mark
Highly recommended,It's been 3 months and the performance camera quality everything is superb I loved it
Pretty good,Good phone
Super!,Best phone under 25k
Must buy!,Just oswm❤️
Could be way better,Ok
Best in the market!,Nice
Terrific,Just amazing
Classy product,"It came in a good condition , as expected! Ty"
Great product,"This mobile phone is not worth it.picutute quality ,battery ,phone system is not good"
Fabulous!,Excellence model superb performanceMindblowing🔥🔥 processor All I can say it's a best model of pocco❤❤
Fair,Not worth that price really..
Horrible,Worst phone after 3 month use motherboard gone.
Worth every penny,"Battery backup is good,,,features good"
Awesome,Nice one
Brilliant,Poco x3 mobile very good but does not promotion please betting apps please
Worth the money,Good
Don't waste your money,"Can't convey commitment for this Product from Poco, as after mere 10 months of usage its dead now. switched OFF for don't know the reason.I fear that L loose all data 😑 now"
Highly recommended,Superb mobile
Nice product,All good for this phone just that it's little heavy
Simply awesome,"Amazing phone in price range!! Performance is amazing ,charging is quick Gaming is seamless and doesnt heat up at all"
Great product,Superb..
Worth the money,Nice
Does the job,Storage full faster
Highly recommended,Ok
Good quality product,Nice to Use
Very Good,Excellent purchase
Not good,1 month bad lag ker rha poco X3 pro
Mind-blowing purchase,I have been using this for 1 year still it run perfect
Great product,Just wow at the price
Excellent,Amazing. Fantastic. Big Screen. Fast Processor. Amoled Screen. Still best buy in 2022. Pure Love
Value-for-money,"Phone is amazing processor and ram management is good only company claims duel speaker but it is a single, placed at center feels weird when touching back while playing vedio"
Highly recommended,Amazing to use 😍
Worth every penny,Super
Just wow!,Nice but battery performance lo
Value-for-money,Good Phone. Vibration is somehow high
Utterly Disappointed,Worst Mobile bricked in just 4 months totally wast of money
Mind-blowing purchase,Gaming phone 😜
Excellent,Awesome
Classy product,Awsm
Best in the market!,This device is OP for Gaming I am bgmi player and i got more than 90 fps.
Worth every penny,It is best phone in this segment Beast performance nice camera nice displayNice battery backupCharging speed is very fast Go for the blue variant Best mobile phone go for it without hesitation my guarantee
Really Nice,Nice camera📷
Very poor,This mobile is not good gyro is not support top play game neatly
Very poor,Do not buy poco phones.Have been facing issues with all the sensors  and camera not working intermittently. Restart fixes the issue for some time but it comes back again.Going by the other reviews soon the motherboard will fail too.
Perfect product!,Awesome
Wonderful,Best phone in this price
Best in the market!,That was awesome brand thanks flipkart
Wonderful,This phone is too gud I used it last 3months it gives good performance.
Great product,"If Xiaomi doesn't ruin it with software updates, it should last for a few years. It's that good for the price point."
Mind-blowing purchase,"This is not as fast as you think.. But it will never disappoint you with its gaming performance and multitasking work. Camera is quite good 👍. No smartphone can beat you in gaming in the segment under 20k if you have better net quality and gaming skills 😎. I think battery drainage is too fast but charger is also fast so dont worry about it. I haven't face any type of lag till now while gaming. I am a heavy gamer, at least I play 5 to 7 hour per day and my over all screen on time is between ..."
Brilliant,Very nice phone💖
Fair,"I played a lot and it's been 3 months already while playing heavy gameson daily basis and unfortunately I'm not satisfied with its pubg performance specially it lags in important situation where the rendering is high and it lags a lot to the extent that it cost you very intense game not meant for tournament at all forget that , on daily basis or simple gaming it's alright very manageable but still I don't play tournament and in my view it's waste of money for pubg , call of duty runs fine no ..."
Just okay,"It's ok product, good processor and gameing performance was good."
Fabulous!,"Go for buy , camera is ok ok"
Highly recommended,Good mobile phone
Great product,Good
Brilliant,Best phone for gaming
Great product,Good product
Brilliant,It's very nice
Delightful,Overall average phone 👌🏻
Highly recommended,Very good mobile. Good sound and betray backup
Awesome,Nice mobile
Decent product,best mobile look better
Classy product,Good Phone
Nice product,Best processor under worth value
Wonderful,Most powerful process device.. ☺☺☺
Utterly Disappointed,Don't buy Any phones of poco ever again!! My phone is dead now after 8 months (without even updating) and the company is not exchanging my phone because of 2 minor scratches
Terrific,A good Powerful beast in budget
Perfect product!,A wonderful handset of this price range... Battery life is good.. camera is excellent.. worth buying it..
Just wow!,"Very very nice product,but still i don't get any super coin"
Excellent,Nice product
Simply awesome,Awesome....
Pretty good,Overall good except camera
Highly recommended,Best price for game
Super!,Nick mobile
Wonderful,Overall good
Awesome,Extraordinary purchase
Good quality product,It's ok
Worth the money,Who this phone is my dream
Must buy!,Stunning.. Highly Recommend guys
Value-for-money,Good product
Super!,Good product
Pretty good,Nice but miui
Nice product,It works great...
Must buy!,Good
Pretty good,So far it's good.
Just wow!,Best mobile
Must buy!,It's overall good but price has to drop bcz it's 4g
Pretty good,Good 👍
Very Good,Good
Very Good,Good experience using this phone.
Simply awesome,Osm
Does the job,"Cutting two star for buggy update else the phone is good. Network issues and headphone jack problem appeared after updating the phone, had to reset the phone. Just don't update the phone and it will run smoothly."
Perfect product!,Good in quality
Brilliant,Nice
Good quality product,"Nice phone , but some times slightly freezy about 5 seconds.then its all good"
Brilliant,Amazing performance 😍 you gonna loved it.
Worth every penny,Best 👍💯
Best in the market!,Best
Mind-blowing purchase,Loved
Good choice,In this price it is good
Very Good,Good
Wonderful,"Nice phone, Better Gaming + Good Camera"
Worth every penny,Excellent poco gives ultra great value product Snapdragon 860unbetable
Terrific,Osem
Delightful,Very nice camera quality
Nice product,Good
Terrific purchase,This price baught phone is one of the best phone ever
Terrific,nice mobile thanks flipkart
Slightly disappointed,Hanging problam battery problam
Best in the market!,Good
Best in the market!,Extradinary product at this price range
Brilliant,Powerful phone ... Best for gaming no lagging issues.. Go for it 🥰
Worth the money,Beast mobile in this price segment I loved it
Mind-blowing purchase,Good
Good choice,Poco x3 pro Nice it's gaming mobile
Good,Overall good
Best in the market!,Good
Worst experience ever!,Bad
Good quality product,Ok
Perfect product!,Very nice phone
Pretty good,Good Mobile
Brilliant,Excellent phone 😇
Classy product,MST phone hai long battery 🔋
Super!,Fast processing
Good choice,Nice product in this price. If you a gammer than go for it
Awesome,Thanks Flipkart
Really Nice,This is a good Smart phone
Just wow!,Best one
Fair,Nice working
Wonderful,Very nice
Great product,Excellent product in the price range offered.Can go for this product
Good quality product,Prosser is very fast .value for money
Unsatisfactory,Touch not working this phone pls dont bye this
Decent product,"One of the worst phone for software and camera, don't buy it at all"
Must buy!,Very nice phone in this price
Good choice,Amazing phone and best processor.
Unsatisfactory,"Just a low class mobile🥵Its camera is perfect waste🤢🤮.The snapdragon 855+ is not the level i expectedSometimes we can't launch camera.. It seems camera not responding.. ☹️So We can't take the perfect moments in this camera..Camera quality is not so good..The proximity sensor  and screen rotation is not working (most irritating ).Display quality is also poor.. 😖, when we use out side the phone is heating heavily and screen brightness is not enough for outside use. And too much weig..."
Wonderful,At first i hesitated to buy it coz of the price but the price was really worth it!! Every game runs smoothly!!
Super!,Super mobile I love it
Must buy!,Wonderful performance
Great product,Value of money this is best gaming smartphone
Good,I ordered it for my friend. So I can't tell about performance
Delightful,Awesome
Perfect product!,Excellent
Worth every penny,Awesome
Just wow!,Very nice
Waste of money!,"Please don't ever buy Poco phones This phone has serious Ghost touch issues and OS is most worst OS, please don't go for gimic like I did or you will be sorry until you change this handset DON'T EVER BUY POCO PHONES This phones day to day usage is so troubling that this Pros can't makeup for its cons."
Best in the market!,owsm
Must buy!,It's good
Highly recommended,Very nice
Pretty good,Just  awesome😊😊
Not good,Display problem occurred in just inly 6 months
Brilliant,Awesome 👍😊
Simply awesome,Excellent
Nice product,Nice mid range phone
Good choice,Ok
Could be way better,Glitch problem
Excellent,It is value for money budget mobile with 860 processor in just 18k is awesome. Personally im using this mobile from 2 monthsReally very much happy with this handset.Don't wait just grab the opportunity n feel the power of poco x3 pro
Slightly disappointed,Phone is fast. New Updates are ok. The screen does not have any palm rejection at all. Camera is below average. Very good for playing PUBG.Lots and lots of bloatware which can not be uninstalled. Many Chinese security/cleaner apps do run in the background all the time. These apps are banned in India but many are still integrated in the phones software.I am giving only 2 starts due to bloatware.
Slightly disappointed,Not good
Simply awesome,One of the best phone under this price segment. Night photography is quite good.
Great product,Good
Terrific,Nice product
Best in the market!,Good phone
Not recommended at all,too bad
Awesome,Value of mony
Super!,Good
Great product,"Amazing product at an amazing price Powerful processor, camera and battery.Design wise speaker isn't at a good place."
Wonderful,Best products
Worth every penny,I love this phone. Phone quality is to too good
Worth the money,Delivery was prompt and on time. Product good as expected and required. Excellent for gaming. Performance super.
Wonderful,Excellent i purchase on 13october till now its working fine even i played pubg also
Brilliant,Best phone for first time
Worth the money,Best budget gaming phone
Brilliant,Awesome
Horrible,not working properly
Super!,Worthy product.
Best in the market!,Nice product
Good,Screen malfunctions many times. It is like pressing one place rapidly many times . We need to lock the screen to fix it happens 2/3 times in a day. Also pubg is just good for 15/20 mins after that it lags. Overall ok ok phone
Wonderful,Very good quality products.it is gaming phone.
Simply awesome,Very good 👍
Slightly disappointed,"Dont by this product worest product i never seenDont buy this product ,🙏🙏🙏🙏"
Fabulous!,Great Product.
Just wow!,Super and value for money
Highly recommended,Excellent Product
Great product,Worth for money
Bad quality,Vary bad👎👎 this product so you can using with gaming is very bad try another phone but he is very bad phone
Highly recommended,Awesome product
Delightful,Nice processer and good looking one for game 😇😇
Super!,Good
Worth the money,Nice Product
Awesome,"Camera ,  bettery is really awesome."
Excellent,Really awesome👍😊
Classy product,Excellent
Excellent,Super
Worth the money,Ok
Perfect product!,Good one
Good quality product,Best for gaming under this range
Very poor,Mobile Average
Unsatisfactory,Not good
Fair,Not good
Must buy!,Phone is simply superb.
Useless product,Not good
Super!,Super in gaming Don't think just but
Just wow!,Amazing speed
Brilliant,Super mobile
Decent product,Not good
Fabulous!,Good
Simply awesome,Supperb.... Love ❤it
Classy product,Value for money product Paisa vasool
Perfect product!,100% satisfied in this prize range. Awsome performance i would say🙂
Best in the market!,best product in this price range. #happycustomer
Super!,Gd
Classy product,Awesome mobile for gaming andddd photos are not so good but good lighting gives enough photos and performance and battery life are excellent if you are not  meant for photography and gaming is first priority then go for it
Decent product,Hanging issue
Mind-blowing purchase,Very nice and beautiful looking for a lovely product and corect gameing mobile
Just okay,Beast device for gaming under 20k but this phone has multituch issue
Mind-blowing purchase,Good mobile
Must buy!,Wow
Good choice,It's good 👍
Perfect product!,Good
Really Nice,Awesome Mobile I Love ItThanks Flipkart 👍
Delightful,Nice phone
Did not meet expectations,Got dead after update
Worth the money,"Loved the phone , Speaker is awesome and decent camera."
Classy product,Very nice
Excellent,It was not phone and I got things in this phone more than my expections.
Wonderful,Very good product
Simply awesome,loved it
Pretty good,"Really great phone enjoyed when play pubg in this phone, no lagging while playing heavy games"
Terrific purchase,Good
Highly recommended,"Screen freezes a little bit at the start but after the update the scrolling is smooth, good battery life,  nice wound quality, camera quality is nice"
Terrific,Very nice phone 👍👍
Fabulous!,Amazing performance nd best for gaming nad camra mobile
Wonderful,Wonderful
Simply awesome,Verry Nice MobileUnder 17000❤️❤️❤️
Wonderful,Nice poli satanam
Unsatisfactory,Phone is getting hard bricked after update
Did not meet expectations,This  phone is not good. 😞😞🥺... It's not working good.. It's hang.. And it's camera not open 🥺🥺.... My money is waste 🥺🥺 plz help me to return it
Highly recommended,Very nice
Delightful,Excellent phone specially for gaming..... But sometimes i do feel some touch issue while playing... Hope it will resolve soon..... Battery is very good.... Charging speed is also very good...... Go for it.....
Really Nice,Good for gaming
Mind-blowing purchase,"Very good phone within Price range & specs , offer too."
Good choice,Nice product
Nice,Not at good performance..
Just okay,This phone is bad
Unsatisfactory,"Camera quality very poor, And battery low,"
Good quality product,Nice phone
Just wow!,Go for it 🥰🥰🥰 best for pubg under 20k.
Great product,"unbelievable,, go for it.... no doubt ❤❤❤❤"
Hated it!,", processing is fast, camera not so good, don't go for it"
Value-for-money,Processor is awesome .Camera quality at night is low.Screen Refresh rate is great.Battery backup and charging is good.Sterio speakers are also awesome.
Classy product,Fantastic device
Great product,Best phone for gaming in low budget
Excellent,Over all the best phone
Good,Processor is awesome.. But the issue is with the MI UI.. its really unstable with this.. If u want to buy this phone i will say dont buy.. rather buy poco x3.. thats way better then this.. yeah the processor is different.. but u wont notice the performance difference unless u r doing a lot and lot of gaming everyday..
Worth the money,Best in Class
Awesome,Nice product I like the the quality of the display
Awesome,Amazing performance understand 20000
Perfect product!,Bgmi best mobile processors
Simply awesome,Nice phone
Pretty good,"Phone is very good in camera, performance, display is good qualityCan be considered as a good gaming phone under 20k The only cones it has are -Display is not that bright in sunlight Quite thick"
Pretty good,Good
Best in the market!,Just awesome phone
Nice product,Good
Simply awesome,this is a best phone for gaming under 20k
Terrific,Outstanding
Fabulous!,Good
Simply awesome,Very nice phone . Go for it.
Awesome,High level performance
Great product,Performance is next level bgmi play smooth+extreme constant 60fps also hdr+extreme gives constant 60 fps and minor heat This phone is insanse in this price segment I am using first time Miui version I faced no issue in miui Excellent phone go for it
Worth the money,This very good
Waste of money!,Bed mobiel
Really Nice,SUPER
Super!,Very nice
Could be way better,"It's very pour quality mobile phone, it's don't have battery capacity, don't buy this very worst quality compared to market"
Worthless,Battery backup is poor
Good quality product,"good product, delivery boy also good.."
Terrific purchase,Super fastttttt....
Wonderful,My friend playing with this mobile always
Just wow!,Excellent
Terrific purchase,Very wonderful
Terrific,Very nice 👌
Terrific,"Upto the mark, Battery is good,Back camera nice, Front camera average."
Just wow!,Good product
Classy product,It is very nice product. It's camera is good and battery life is excellent it charges very quickly. The processor is good.
Super!,There is the best phone
Wonderful,Nice phone
Awesome,Nice product
Did not meet expectations,Without earphone not good
Mind-blowing purchase,Batter camera with gcam... 😍🥰😘
Best in the market!,Very nice
Fabulous!,Osm camera but battery nod good
Nice product,Fire performance under budget 🔥 value for money 💲
Just wow!,Superb quality..
Wonderful,Good quality products
Good quality product,Osm..... Performance
Highly recommended,Processor is very interesting
Really Nice,Good
Slightly disappointed,Average but not good
Super!,All are good but please fix heating issue and make battery strong
Good choice,Good
Must buy!,Best Budget Gaming Phone
Terrific,Outstanding
Fair,Phone is good but miui is worst
Mind-blowing purchase,Awesome Phone❤️
Brilliant,Most Powerful Device Best Device Nice Device
Terrific,"Amazing performance, over predictable game experience, I like it"
Excellent,"After using 2 months ,update :phone dead within 8 months Negatives   Phone heats on normal use..   Sensors not working properly.   Camera error. Positives It's a beast in this segment Gaming works smoothly Touch response is awesome Good battery backup.."
Worthless,The overall phone is alright but has problem in its hardware because of fault in the motherboard
Fabulous!,Awesome
Nice,Awesome
Decent product,Conversation can be heard to all
Fabulous!,Nice product ☺️👍😌👍👍👍👍
Just okay,I purchased this phone 3 months before this phone got some issues occurred i dont why because of miui software bugs or phone issue 1.Proximity sensor while calling not works properly light gets turn on while speaking it will make the touch on the screen 2.Camera sometimes got hanged while shoot for videos 3.Phones display not clear visible while in day sunlight even in full brightness and it sucks the whole battery charge maily for display brightness and also some bugs in software... Advantag...
Just wow!,Very nice product
Moderate,Worst mi products
Classy product,Good phone but battery not upto the mark
Highly recommended,It's been 3 months and the performance camera quality everything is superb I loved it
Highly recommended,Great phone
Super!,Very good mobile
Must buy!,Display is smoothProcessor is very good at this price range Batery is good Camera is ok
Not good,Poor battery life has made this good phone a crap one. 3.5 mm jack should also be there
Excellent,I purchased for my firend. He using and it's awesome. He reviews it for 5/5.
Just wow!,Good
Super!,This is good gaming phone
Unsatisfactory,Selfie camera is worst than poco m3 which has 8 megapixl.... While x3 pro has 20 megapixl..... For selfie lover i suggest you not to buy x3 pro
Excellent,Very good orignal product by Flipkart.
Pretty good,It is nice phone for use
Horrible,Worst phone after 3 month use motherboard gone.
Utterly Disappointed,"😖😖😖😖😖😖Havey heating issue in ever time 40c average temperature in the phone(charging time, normal using), Battery drain in fastly ( in normal use), network issue in some time"
Classy product,Perfect for gamer
Classy product,I got this device for 17k and that was great deal. Its seriously the beast gaming phone and provides bgmi on ultra hd settings with 90 fps rate . battery backup is also good but I prefer a slow charger so that battery lasts longer . you will have a very. Smooth experience with this. But the only problem is on peak brightness you may face some light dimming.
